CI_Name,CI_Cat,CI_Subcat,Incident_ID,Impact,Urgency,Priority,Category,No_of_Related_Incidents
SBA000263,application,Server Based Application,IM0019905,5,5,5.0,request for information,
DTA000057,application,Desktop Application,IM0019906,5,5,5.0,incident,
WBA000058,application,Web Based Application,IM0019907,4,4,4.0,incident,
LAP000007,computer,Laptop,IM0019908,5,5,5.0,incident,
DTA000231,application,Desktop Application,IM0019909,5,5,5.0,request for information,
DTA000025,application,Desktop Application,IM0019910,4,4,4.0,incident,
SBA000263,application,Server Based Application,IM0019911,5,5,5.0,request for information,
WBA000124,application,Web Based Application,IM0019912,2,2,2.0,incident,
SBA000263,application,Server Based Application,IM0019913,5,5,5.0,request for information,
WBA000018,application,Web Based Application,IM0019914,3,3,3.0,incident,
DTA000045,application,Desktop Application,IM0019915,5,5,5.0,incident,
SAP000004,application,SAP,IM0019916,5,5,5.0,request for information,
WBA000144,application,Web Based Application,IM0019917,3,3,3.0,incident,
SBA000263,application,Server Based Application,IM0019918,5,5,5.0,request for information,
DTA000616,application,Desktop Application,IM0019919,3,3,3.0,incident,
SBA000263,application,Server Based Application,IM0019920,5,5,5.0,request for information,
SBA000263,application,Server Based Application,IM0019921,5,5,5.0,request for information,
SUB000508,subapplication,Web Based Application,IM0019922,4,4,4.0,incident,
SUB000286,subapplication,Server Based Application,IM0019923,4,4,4.0,incident,1.0
SBA000263,application,Server Based Application,IM0019924,5,5,5.0,request for information,
WBA000018,application,Web Based Application,IM0019925,4,4,4.0,incident,
SBA000617,application,Server Based Application,IM0019926,3,3,3.0,incident,
SBA000263,application,Server Based Application,IM0019927,5,5,5.0,request for information,
WBA000133,application,Web Based Application,IM0019928,4,4,4.0,incident,
CBA000014,application,Client Based Application,IM0019929,4,4,4.0,incident,
SAN000182,storage,SAN,IM0019930,4,4,4.0,incident,
SAP000004,application,SAP,IM0019931,5,5,5.0,request for information,
SUB000113,subapplication,Server Based Application,IM0019932,5,5,5.0,request for information,
SAP000004,application,SAP,IM0019933,5,5,5.0,request for information,
SBA000263,application,Server Based Application,IM0019934,5,5,5.0,request for information,
DTA000016,application,Desktop Application,IM0019935,4,4,4.0,incident,
SBA000072,application,Server Based Application,IM0019936,4,4,4.0,incident,
SBA000154,application,Server Based Application,IM0019937,3,4,3.0,incident,
DTA000616,application,Desktop Application,IM0019938,5,5,5.0,incident,
SBA000626,application,Server Based Application,IM0019939,4,4,4.0,incident,
SBA000439,application,Server Based Application,IM0019940,5,5,5.0,request for information,
SBA000439,application,Server Based Application,IM0019941,5,5,5.0,request for information,
WBA000058,application,Web Based Application,IM0019942,4,4,4.0,incident,
SUB000456,subapplication,Web Based Application,IM0019943,4,4,4.0,incident,
SBA000729,application,Server Based Application,IM0019944,3,3,3.0,incident,
SBA000834,application,Server Based Application,IM0019945,4,4,4.0,incident,
SBA000045,application,Server Based Application,IM0019946,3,3,3.0,incident,
SUB000456,subapplication,Web Based Application,IM0019947,4,4,4.0,incident,
SBA000054,application,Server Based Application,IM0019948,3,3,3.0,incident,
APP000005,application,Citrix,IM0019949,4,4,4.0,incident,
SBA000805,application,Server Based Application,IM0019950,3,3,3.0,incident,
SBA000805,application,Server Based Application,IM0019951,NS,3,,incident,
SBA000729,application,Server Based Application,IM0019952,3,3,3.0,incident,
SBA000847,application,Server Based Application,IM0019953,3,3,3.0,incident,
SBA000812,application,Server Based Application,IM0019954,4,4,4.0,incident,
DTA000616,application,Desktop Application,IM0019955,3,3,3.0,incident,
SBA000054,application,Server Based Application,IM0019956,NS,3,,incident,
SBA000607,application,Server Based Application,IM0019957,4,4,4.0,incident,
APP000004,application,Citrix,IM0019958,4,4,4.0,incident,
SBA000439,application,Server Based Application,IM0019959,5,5,5.0,request for information,
WBA000133,application,Web Based Application,IM0019960,4,4,4.0,incident,
SAP000004,application,SAP,IM0019961,5,5,5.0,request for information,
SAP000004,application,SAP,IM0019962,5,5,5.0,request for information,
SBA000263,application,Server Based Application,IM0019963,5,5,5.0,request for information,
SBA000630,application,Server Based Application,IM0019964,4,4,4.0,incident,
SBA000531,application,Server Based Application,IM0019965,4,4,4.0,incident,
SBA000054,application,Server Based Application,IM0019966,3,3,3.0,incident,
SAP000004,application,SAP,IM0019967,5,5,5.0,request for information,
DSK000365,computer,Desktop,IM0019968,5,5,5.0,incident,
SUB000113,subapplication,Server Based Application,IM0019969,5,5,5.0,request for information,
CBA000002,application,Client Based Application,IM0019970,4,4,4.0,incident,
DTA000011,application,Desktop Application,IM0019971,4,4,4.0,incident,
SBA000078,application,Server Based Application,IM0019972,4,4,4.0,incident,
SBA000747,application,Server Based Application,IM0019973,4,4,4.0,incident,
DTA000057,application,Desktop Application,IM0019974,5,5,5.0,request for information,
SBA000263,application,Server Based Application,IM0019975,5,5,5.0,request for information,
SBA000101,application,Server Based Application,IM0019976,NS,3,,incident,
SBA000101,application,Server Based Application,IM0019977,3,3,3.0,incident,
SBA000101,application,Server Based Application,IM0019978,3,3,3.0,incident,
SBA000263,application,Server Based Application,IM0019979,5,5,5.0,request for information,
WBA000058,application,Web Based Application,IM0019980,4,4,4.0,incident,
SBA000462,application,Server Based Application,IM0019981,4,4,4.0,incident,
SUB000113,subapplication,Server Based Application,IM0019982,5,5,5.0,request for information,
SBA000439,application,Server Based Application,IM0019983,5,5,5.0,request for information,
SUB000113,subapplication,Server Based Application,IM0019984,5,5,5.0,request for information,
OVR000025,,,IM0019985,4,4,4.0,incident,
SBA000323,application,Server Based Application,IM0019986,NS,4,,incident,
SBA000689,application,Server Based Application,IM0019987,5,5,5.0,request for information,
SBA000263,application,Server Based Application,IM0019988,5,5,5.0,request for information,
SUB000426,subapplication,Web Based Application,IM0019989,4,4,4.0,incident,
APP000002,application,Citrix,IM0019990,3,3,3.0,incident,
SBA000172,application,Server Based Application,IM0019991,3,3,3.0,incident,
SUB000545,subapplication,Web Based Application,IM0019992,5,5,5.0,incident,
SBA000263,application,Server Based Application,IM0019993,5,5,5.0,request for information,
APP000005,application,Citrix,IM0019994,4,4,4.0,incident,
WBA000148,application,Web Based Application,IM0019995,4,4,4.0,incident,
SBA000690,application,Server Based Application,IM0019996,3,3,3.0,incident,
SBA000263,application,Server Based Application,IM0019997,5,5,5.0,request for information,
WBA000133,application,Web Based Application,IM0019998,4,4,4.0,incident,
SBA000615,application,Server Based Application,IM0019999,NS,3,,incident,
LAP000429,computer,Laptop,IM0020000,5,5,5.0,incident,
WBA000133,application,Web Based Application,IM0020001,4,4,4.0,incident,
SBA000462,application,Server Based Application,IM0020002,4,4,4.0,incident,
WBA000144,application,Web Based Application,IM0020003,5,5,5.0,incident,
SUB000426,subapplication,Web Based Application,IM0020004,4,4,4.0,incident,
SBA000263,application,Server Based Application,IM0020005,5,5,5.0,request for information,
SBA000626,application,Server Based Application,IM0020006,4,4,4.0,incident,
SBA000427,application,Server Based Application,IM0020007,4,4,4.0,incident,
CBD000307,computer,Banking Device,IM0020008,2,2,2.0,incident,
SBA000017,application,Server Based Application,IM0020009,3,3,3.0,incident,
SBA000689,application,Server Based Application,IM0020010,5,5,5.0,request for information,
SBA000017,application,Server Based Application,IM0020011,3,3,3.0,incident,
SBA000609,application,Server Based Application,IM0020012,5,5,5.0,request for information,
SBA000462,application,Server Based Application,IM0020013,4,4,4.0,incident,
SBA000607,application,Server Based Application,IM0020014,4,4,4.0,incident,
WBA000058,application,Web Based Application,IM0020015,4,4,4.0,incident,
DSK000465,computer,Desktop,IM0020016,5,5,5.0,incident,
LAP001722,computer,Laptop,IM0020017,5,5,5.0,incident,
SBA000607,application,Server Based Application,IM0020018,4,4,4.0,incident,
DSK000350,computer,Desktop,IM0020019,5,5,5.0,incident,
SBA000045,application,Server Based Application,IM0020020,4,4,4.0,incident,
DTA000057,application,Desktop Application,IM0020021,5,5,5.0,incident,
SBA000427,application,Server Based Application,IM0020022,4,4,4.0,incident,
WBA000058,application,Web Based Application,IM0020023,4,4,4.0,incident,
SBA000689,application,Server Based Application,IM0020024,5,5,5.0,request for information,
SBA000805,application,Server Based Application,IM0020025,3,3,3.0,incident,
DSK000224,computer,Desktop,IM0020026,5,5,5.0,incident,
LAP001742,computer,Laptop,IM0020027,5,5,5.0,incident,
DTA000025,application,Desktop Application,IM0020028,2,2,2.0,incident,
SBA000590,application,Server Based Application,IM0020029,5,5,5.0,request for information,
SBA000017,application,Server Based Application,IM0020030,4,4,4.0,incident,
CBA000002,application,Client Based Application,IM0020031,4,4,4.0,incident,
LAP000591,computer,Laptop,IM0020032,5,5,5.0,incident,
SBA000045,application,Server Based Application,IM0020033,NS,3,,incident,
SBA000045,application,Server Based Application,IM0020034,3,3,3.0,incident,
SBA000782,application,Server Based Application,IM0020035,4,4,4.0,incident,
DTA000018,application,Desktop Application,IM0020036,5,5,5.0,incident,
SUB000442,subapplication,Web Based Application,IM0020037,3,3,3.0,incident,
SBA000288,application,Server Based Application,IM0020038,4,4,4.0,incident,
SUB000456,subapplication,Web Based Application,IM0020039,4,4,4.0,incident,
SBA000045,application,Server Based Application,IM0020040,NS,3,,incident,
SBA000729,application,Server Based Application,IM0020041,4,4,4.0,incident,
SUB000424,subapplication,Web Based Application,IM0020042,4,4,4.0,incident,
SUB000442,subapplication,Web Based Application,IM0020043,3,3,3.0,incident,
WBA000145,application,Web Based Application,IM0020044,4,4,4.0,incident,
SBA000689,application,Server Based Application,IM0020045,5,5,5.0,request for information,
SBA000607,application,Server Based Application,IM0020046,4,4,4.0,incident,
DTA000045,application,Desktop Application,IM0020047,3,3,3.0,incident,
WBA000011,application,Web Based Application,IM0020048,5,5,5.0,incident,
CBA000014,application,Client Based Application,IM0020049,NS,3,,request for information,
DTA000616,application,Desktop Application,IM0020050,NS,3,,incident,
SBA000607,application,Server Based Application,IM0020051,4,4,4.0,incident,
SUB000523,subapplication,Web Based Application,IM0020052,4,4,4.0,incident,
APP000004,application,Citrix,IM0020053,4,4,4.0,incident,
SBA000607,application,Server Based Application,IM0020054,4,4,4.0,incident,
SBA000782,application,Server Based Application,IM0020055,4,4,4.0,incident,
WBA000144,application,Web Based Application,IM0020056,4,4,4.0,incident,
WBA000133,application,Web Based Application,IM0020057,4,5,4.0,incident,
LAP000104,computer,Laptop,IM0020058,5,5,5.0,incident,
WBA000018,application,Web Based Application,IM0020059,5,5,5.0,incident,
SBA000439,application,Server Based Application,IM0020060,5,5,5.0,request for information,
DTA000057,application,Desktop Application,IM0020061,5,5,5.0,request for information,
SBA000079,application,Server Based Application,IM0020062,4,4,4.0,incident,
SBA000017,application,Server Based Application,IM0020063,3,3,3.0,incident,
SBA000759,application,Server Based Application,IM0020064,5,5,5.0,request for information,
LAP001782,computer,Laptop,IM0020065,5,5,5.0,incident,
DTA000033,application,Desktop Application,IM0020066,5,4,4.0,incident,
SBA000729,application,Server Based Application,IM0020067,4,4,4.0,incident,
SUB000456,subapplication,Web Based Application,IM0020068,4,4,4.0,incident,
SUB000545,subapplication,Web Based Application,IM0020069,5,5,5.0,incident,
SBA000817,application,Server Based Application,IM0020070,4,4,4.0,incident,2.0
WBA000133,application,Web Based Application,IM0020071,5,5,5.0,incident,
WBA000018,application,Web Based Application,IM0020072,4,4,4.0,incident,
WBA000011,application,Web Based Application,IM0020073,5,5,5.0,incident,
SUB000443,subapplication,Web Based Application,IM0020074,5,5,5.0,incident,
WBA000077,application,Web Based Application,IM0020075,4,4,4.0,request for information,
LSR000160,computer,Linux Server,IM0020076,5,5,5.0,incident,
WBA000011,application,Web Based Application,IM0020077,5,5,5.0,incident,
WBA000144,application,Web Based Application,IM0020078,4,4,4.0,incident,
SBA000607,application,Server Based Application,IM0020079,4,4,4.0,incident,
WBA000094,application,Web Based Application,IM0020080,5,5,5.0,incident,
SBA000427,application,Server Based Application,IM0020081,4,4,4.0,incident,
WBA000011,application,Web Based Application,IM0020082,5,5,5.0,incident,
WSR001397,computer,Windows Server,IM0020083,3,3,3.0,incident,
SUB000456,subapplication,Web Based Application,IM0020084,4,4,4.0,incident,
SBA000464,application,Server Based Application,IM0020085,4,4,4.0,incident,
SBA000300,application,Server Based Application,IM0020086,4,3,3.0,incident,
WBA000124,application,Web Based Application,IM0020087,5,5,5.0,request for information,
SUB000113,subapplication,Server Based Application,IM0020088,5,5,5.0,request for information,
SBA000263,application,Server Based Application,IM0020089,4,4,4.0,request for information,
WBA000058,application,Web Based Application,IM0020090,4,4,4.0,incident,
SUB000456,subapplication,Web Based Application,IM0020091,4,4,4.0,incident,
LAP001044,computer,Laptop,IM0020092,5,5,5.0,incident,
SBA000607,application,Server Based Application,IM0020093,4,4,4.0,incident,
WBA000144,application,Web Based Application,IM0020094,4,4,4.0,incident,
CBD000775,computer,Banking Device,IM0020095,3,3,3.0,incident,
MON00015,displaydevice,Monitor,IM0020096,4,4,4.0,incident,
DTA000057,application,Desktop Application,IM0020097,5,5,5.0,incident,
DTA000616,application,Desktop Application,IM0020098,NS,3,,incident,
SBA000805,application,Server Based Application,IM0020099,3,3,3.0,incident,
SBA000072,application,Server Based Application,IM0020100,4,4,4.0,incident,
WBA000022,application,Web Based Application,IM0020101,5,5,5.0,request for information,
WBA000022,application,Web Based Application,IM0020102,5,5,5.0,request for information,
SBA000101,application,Server Based Application,IM0020103,3,3,3.0,incident,
SBA000101,application,Server Based Application,IM0020104,3,3,3.0,incident,
SBA000101,application,Server Based Application,IM0020105,3,3,3.0,incident,
SBA000101,application,Server Based Application,IM0020106,3,3,3.0,incident,
SBA000101,application,Server Based Application,IM0020107,3,3,3.0,incident,
WBA000023,application,Web Based Application,IM0020108,5,5,5.0,incident,
SBA000101,application,Server Based Application,IM0020109,3,3,3.0,incident,
SBA000101,application,Server Based Application,IM0020110,3,3,3.0,incident,
SBA000101,application,Server Based Application,IM0020111,3,3,3.0,incident,
SBA000101,application,Server Based Application,IM0020112,3,3,3.0,incident,
SBA000101,application,Server Based Application,IM0020113,3,3,3.0,incident,
SBA000607,application,Server Based Application,IM0020114,4,4,4.0,incident,
WBA000148,application,Web Based Application,IM0020115,5,5,5.0,incident,
SBA000017,application,Server Based Application,IM0020116,3,3,3.0,incident,
SBA000617,application,Server Based Application,IM0020117,NS,3,,incident,
SBA000834,application,Server Based Application,IM0020118,4,4,4.0,incident,
WBA000133,application,Web Based Application,IM0020119,4,5,4.0,incident,
SBA000028,application,Server Based Application,IM0020120,5,5,5.0,incident,
SBA000729,application,Server Based Application,IM0020121,4,4,4.0,incident,
SUB000002,subapplication,Citrix,IM0020122,4,4,4.0,incident,
SBA000263,application,Server Based Application,IM0020123,5,5,5.0,request for information,
SAP000004,application,SAP,IM0020124,5,5,5.0,request for information,
WBA000124,application,Web Based Application,IM0020125,3,3,3.0,incident,1.0
WBA000018,application,Web Based Application,IM0020126,4,5,4.0,incident,
EXC000004,application,Exchange,IM0020127,5,5,5.0,request for information,
SUB000456,subapplication,Web Based Application,IM0020128,4,4,4.0,incident,
DSK000422,computer,Desktop,IM0020129,5,5,5.0,incident,
SBA000263,application,Server Based Application,IM0020130,5,5,5.0,request for information,
SUB000455,subapplication,Web Based Application,IM0020131,4,4,4.0,incident,
SBA000834,application,Server Based Application,IM0020132,4,4,4.0,incident,
CBA000014,application,Client Based Application,IM0020133,5,5,5.0,incident,
SBA000017,application,Server Based Application,IM0020134,3,3,3.0,incident,
EXC000004,application,Exchange,IM0020135,5,5,5.0,request for information,
LAP000789,computer,Laptop,IM0020136,5,5,5.0,incident,
SAP000004,application,SAP,IM0020138,5,5,5.0,request for information,
LAP000013,computer,Laptop,IM0020139,5,5,5.0,incident,
SUB000427,subapplication,Web Based Application,IM0020140,4,4,4.0,incident,
SBA000795,application,Server Based Application,IM0020141,5,5,5.0,incident,
SBA000462,application,Server Based Application,IM0020142,4,4,4.0,incident,
DSK000569,computer,Desktop,IM0020143,5,5,5.0,incident,
SUB000113,subapplication,Server Based Application,IM0020144,5,5,5.0,request for information,
SBA000607,application,Server Based Application,IM0020145,4,4,4.0,incident,
SUB000002,subapplication,Citrix,IM0020146,4,4,4.0,incident,
SBA000834,application,Server Based Application,IM0020147,4,4,4.0,incident,
WBA000103,application,Web Based Application,IM0020148,4,4,4.0,incident,
SBA000607,application,Server Based Application,IM0020149,4,4,4.0,incident,1.0
DCE000077,hardware,DataCenterEquipment,IM0020150,3,3,3.0,incident,
SBA000017,application,Server Based Application,IM0020151,3,3,3.0,incident,
SUB000508,subapplication,Web Based Application,IM0020152,4,4,4.0,incident,
SUB000113,subapplication,Server Based Application,IM0020153,5,5,5.0,request for information,
SUB000424,subapplication,Web Based Application,IM0020154,4,4,4.0,incident,
DTA000616,application,Desktop Application,IM0020155,4,4,4.0,incident,
SBA000805,application,Server Based Application,IM0020156,3,3,3.0,incident,
SUB000426,subapplication,Web Based Application,IM0020157,4,4,4.0,incident,
WBA000133,application,Web Based Application,IM0020158,5,5,5.0,incident,
SBA000659,application,Server Based Application,IM0020159,4,4,4.0,incident,
SUB000533,subapplication,Web Based Application,IM0020160,4,4,4.0,incident,
DSK000505,computer,Desktop,IM0020161,5,5,5.0,incident,
SBA000812,application,Server Based Application,IM0020162,4,4,4.0,incident,
SUB000149,subapplication,Server Based Application,IM0020163,4,4,4.0,incident,
DTA000616,application,Desktop Application,IM0020164,4,4,4.0,incident,
SBA000263,application,Server Based Application,IM0020165,5,5,5.0,request for information,
SBA000026,application,Server Based Application,IM0020166,4,4,4.0,incident,
SBA000317,application,Server Based Application,IM0020167,5,5,5.0,incident,
SBA000812,application,Server Based Application,IM0020168,4,4,4.0,incident,
SAN000178,storage,SAN,IM0020169,5,5,5.0,request for information,
SBA000263,application,Server Based Application,IM0020170,5,5,5.0,request for information,
SUB000456,subapplication,Web Based Application,IM0020171,4,4,4.0,incident,
SBA000120,application,Server Based Application,IM0020172,4,4,4.0,incident,2.0
WSR001133,computer,Windows Server,IM0020173,3,3,3.0,incident,
SBA000439,application,Server Based Application,IM0020174,5,5,5.0,request for information,
SBA000805,application,Server Based Application,IM0020175,3,3,3.0,incident,
SBA000439,application,Server Based Application,IM0020176,5,5,5.0,request for information,
SUB000465,subapplication,Web Based Application,IM0020177,4,4,4.0,incident,
SBA000263,application,Server Based Application,IM0020178,5,5,5.0,request for information,
SBA000607,application,Server Based Application,IM0020179,4,4,4.0,incident,1.0
CBA000014,application,Client Based Application,IM0020180,4,4,4.0,incident,
SBA000439,application,Server Based Application,IM0020181,5,5,5.0,request for information,
SAP000004,application,SAP,IM0020182,5,5,5.0,request for information,
SBA000805,application,Server Based Application,IM0020183,3,3,3.0,incident,
WBA000011,application,Web Based Application,IM0020184,5,5,5.0,incident,
SUB000456,subapplication,Web Based Application,IM0020185,4,4,4.0,incident,
WBA000058,application,Web Based Application,IM0020186,4,4,4.0,incident,
SAP000004,application,SAP,IM0020187,5,5,5.0,request for information,
WBA000144,application,Web Based Application,IM0020188,5,5,5.0,request for information,
SAP000004,application,SAP,IM0020189,5,5,5.0,request for information,
SBA000689,application,Server Based Application,IM0020190,5,5,5.0,request for information,
SUB000424,subapplication,Web Based Application,IM0020191,4,4,4.0,incident,
LAP001061,computer,Laptop,IM0020192,5,5,5.0,incident,
SUB000456,subapplication,Web Based Application,IM0020193,4,4,4.0,incident,
APP000005,application,Citrix,IM0020194,4,4,4.0,incident,
SBA000263,application,Server Based Application,IM0020195,5,5,5.0,request for information,
WBA000113,application,Web Based Application,IM0020196,NS,3,,incident,
SBA000759,application,Server Based Application,IM0020197,4,4,4.0,request for information,
SBA000607,application,Server Based Application,IM0020198,4,4,4.0,incident,
SBA000759,application,Server Based Application,IM0020199,5,5,5.0,request for information,
SAP000004,application,SAP,IM0020200,5,5,5.0,request for information,
SUB000521,subapplication,Web Based Application,IM0020201,4,4,4.0,incident,
LAP001417,computer,Laptop,IM0020202,5,5,5.0,incident,
WBA000133,application,Web Based Application,IM0020203,5,5,5.0,request for information,
WBA000133,application,Web Based Application,IM0020204,5,5,5.0,incident,
WBA000060,application,Web Based Application,IM0020205,4,4,4.0,incident,
SBA000439,application,Server Based Application,IM0020206,5,5,5.0,request for information,
CBD001237,computer,Banking Device,IM0020207,2,2,2.0,incident,
WBA000008,application,Web Based Application,IM0020208,5,5,5.0,incident,
SBA000439,application,Server Based Application,IM0020209,5,5,5.0,request for information,
WBA000106,application,Web Based Application,IM0020210,4,4,4.0,incident,
LAP000012,computer,Laptop,IM0020211,5,5,5.0,incident,
SUB000113,subapplication,Server Based Application,IM0020212,5,5,5.0,request for information,
LAP000012,computer,Laptop,IM0020213,5,5,5.0,incident,
WBA000144,application,Web Based Application,IM0020214,NS,3,,incident,
DTA000057,application,Desktop Application,IM0020215,5,5,5.0,incident,
SBA000263,application,Server Based Application,IM0020216,5,5,5.0,request for information,
STA000013,application,Standard Application,IM0020217,NS,3,,incident,
LAP000414,computer,Laptop,IM0020218,4,4,4.0,incident,
SBA000196,application,Server Based Application,IM0020219,4,3,3.0,incident,
SBA000360,application,Server Based Application,IM0020220,5,5,5.0,incident,
SBA000045,application,Server Based Application,IM0020221,3,3,3.0,incident,
SUB000113,subapplication,Server Based Application,IM0020222,4,4,4.0,incident,
SBA000759,application,Server Based Application,IM0020223,5,5,5.0,request for information,
SBA000626,application,Server Based Application,IM0020224,3,3,3.0,incident,
DTA000006,application,Desktop Application,IM0020225,4,4,4.0,incident,
SBA000729,application,Server Based Application,IM0020226,4,4,4.0,incident,
SBA000263,application,Server Based Application,IM0020227,5,5,5.0,request for information,
SAP000005,application,SAP,IM0020228,5,5,5.0,request for information,
SAN000182,storage,SAN,IM0020229,4,4,4.0,incident,
SBA000607,application,Server Based Application,IM0020230,4,4,4.0,incident,
SUB000456,subapplication,Web Based Application,IM0020231,4,4,4.0,incident,
WBA000103,application,Web Based Application,IM0020232,4,4,4.0,incident,
WBA000144,application,Web Based Application,IM0020233,3,3,3.0,incident,
WBA000133,application,Web Based Application,IM0020234,4,5,4.0,incident,
SBA000464,application,Server Based Application,IM0020235,4,4,4.0,incident,
SBA000609,application,Server Based Application,IM0020236,5,5,5.0,request for information,
DTA000056,application,Desktop Application,IM0020237,3,3,3.0,incident,
WBA000124,application,Web Based Application,IM0020238,2,2,2.0,incident,
WBA000058,application,Web Based Application,IM0020239,4,4,4.0,incident,
SBA000689,application,Server Based Application,IM0020240,5,5,5.0,request for information,
WBA000145,application,Web Based Application,IM0020241,4,4,4.0,incident,
WBA000145,application,Web Based Application,IM0020242,4,4,4.0,incident,
WBA000145,application,Web Based Application,IM0020243,4,4,4.0,incident,
SUB000456,subapplication,Web Based Application,IM0020244,4,4,4.0,incident,
SBA000689,application,Server Based Application,IM0020245,5,5,5.0,request for information,
SBA000805,application,Server Based Application,IM0020246,NS,3,,incident,
WBA000011,application,Web Based Application,IM0020247,5,5,5.0,incident,
SUB000456,subapplication,Web Based Application,IM0020248,4,4,4.0,incident,
DSK000047,computer,Desktop,IM0020249,5,5,5.0,incident,
SUB000533,subapplication,Web Based Application,IM0020250,4,4,4.0,incident,
CBA000014,application,Client Based Application,IM0020251,4,4,4.0,incident,
SUB000286,subapplication,Server Based Application,IM0020252,4,4,4.0,incident,1.0
SUB000424,subapplication,Web Based Application,IM0020253,4,4,4.0,incident,
WBA000058,application,Web Based Application,IM0020254,4,4,4.0,incident,
SBA000451,application,Server Based Application,IM0020255,4,4,4.0,incident,
SUB000456,subapplication,Web Based Application,IM0020256,4,4,4.0,incident,
SBA000464,application,Server Based Application,IM0020257,4,4,4.0,incident,
SBA000439,application,Server Based Application,IM0020258,5,5,5.0,request for information,
SUB000447,subapplication,Web Based Application,IM0020259,4,4,4.0,incident,
DTA000057,application,Desktop Application,IM0020260,5,5,5.0,request for information,
SUB000443,subapplication,Web Based Application,IM0020261,5,5,5.0,incident,
SBA000063,application,Server Based Application,IM0020262,5,5,5.0,incident,
SBA000805,application,Server Based Application,IM0020263,3,3,3.0,incident,
SBA000805,application,Server Based Application,IM0020264,3,3,3.0,incident,
SBA000063,application,Server Based Application,IM0020265,5,5,5.0,incident,
SBA000063,application,Server Based Application,IM0020266,5,5,5.0,incident,
SBA000063,application,Server Based Application,IM0020267,5,5,5.0,incident,
WBA000103,application,Web Based Application,IM0020268,4,4,4.0,incident,
SUB000456,subapplication,Web Based Application,IM0020269,4,4,4.0,incident,
WBA000148,application,Web Based Application,IM0020270,5,5,5.0,incident,
SBA000747,application,Server Based Application,IM0020271,4,4,4.0,incident,
DTA000027,application,Desktop Application,IM0020272,NS,3,,incident,
SUB000426,subapplication,Web Based Application,IM0020273,5,5,5.0,incident,
WBA000011,application,Web Based Application,IM0020274,5,5,5.0,incident,
SBA000607,application,Server Based Application,IM0020275,4,4,4.0,incident,
SBA000729,application,Server Based Application,IM0020276,4,4,4.0,incident,
DTA000057,application,Desktop Application,IM0020277,5,5,5.0,incident,
SUB000508,subapplication,Web Based Application,IM0020278,4,4,4.0,incident,1.0
SUB000113,subapplication,Server Based Application,IM0020279,4,4,4.0,incident,
SBA000045,application,Server Based Application,IM0020280,3,3,3.0,incident,3.0
SUB000424,subapplication,Web Based Application,IM0020281,4,4,4.0,incident,
SUB000508,subapplication,Web Based Application,IM0020282,4,4,4.0,incident,1.0
WBA000144,application,Web Based Application,IM0020283,5,5,5.0,incident,
WBA000144,application,Web Based Application,IM0020284,5,5,5.0,incident,
SBA000607,application,Server Based Application,IM0020285,5,5,5.0,request for information,
WBA000011,application,Web Based Application,IM0020286,5,5,5.0,incident,
CBD000299,computer,Banking Device,IM0020287,2,2,2.0,incident,
SBA000427,application,Server Based Application,IM0020288,3,3,3.0,incident,1.0
SBA000607,application,Server Based Application,IM0020289,5,5,5.0,request for information,
SBA000063,application,Server Based Application,IM0020290,5,5,5.0,incident,
SBA000782,application,Server Based Application,IM0020291,5,5,5.0,incident,
SBA000360,application,Server Based Application,IM0020292,5,5,5.0,incident,
LAP000471,computer,Laptop,IM0020293,5,5,5.0,incident,
SBA000626,application,Server Based Application,IM0020294,3,3,3.0,incident,
SBA000782,application,Server Based Application,IM0020295,5,5,5.0,incident,
SBA000063,application,Server Based Application,IM0020296,5,5,5.0,incident,
SBA000287,application,Server Based Application,IM0020297,5,5,5.0,incident,
WBA000118,application,Web Based Application,IM0020298,5,5,5.0,incident,
DTA000616,application,Desktop Application,IM0020300,3,3,3.0,incident,
SBA000017,application,Server Based Application,IM0020301,4,4,4.0,incident,
SBA000759,application,Server Based Application,IM0020302,5,5,5.0,request for information,
WBA000011,application,Web Based Application,IM0020303,5,5,5.0,incident,
DTA000031,application,Desktop Application,IM0020304,5,5,5.0,incident,
SUB000286,subapplication,Server Based Application,IM0020305,4,4,4.0,incident,
SBA000629,application,Server Based Application,IM0020306,4,4,4.0,incident,
DSK000661,computer,Desktop,IM0020307,5,5,5.0,incident,
WBA000145,application,Web Based Application,IM0020308,4,4,4.0,incident,
DSK000509,computer,Desktop,IM0020309,4,4,4.0,incident,
CBD000686,computer,Banking Device,IM0020310,2,2,2.0,incident,
SBA000626,application,Server Based Application,IM0020311,5,5,5.0,incident,
WBA000017,application,Web Based Application,IM0020312,4,4,4.0,incident,
WBA000118,application,Web Based Application,IM0020313,5,5,5.0,incident,
SBA000689,application,Server Based Application,IM0020314,5,5,5.0,request for information,
SBA000017,application,Server Based Application,IM0020315,3,3,3.0,incident,
APP000005,application,Citrix,IM0020316,4,4,4.0,incident,
WBA000058,application,Web Based Application,IM0020317,4,4,4.0,incident,
NET000300,networkcomponents,Network Component,IM0020318,4,4,4.0,incident,
SBA000609,application,Server Based Application,IM0020319,5,5,5.0,request for information,
SBA000709,application,Server Based Application,IM0020320,5,5,5.0,request for information,
SBA000054,application,Server Based Application,IM0020321,3,3,3.0,incident,
SUB000456,subapplication,Web Based Application,IM0020322,4,4,4.0,incident,
CBD000921,computer,Banking Device,IM0020323,4,4,4.0,incident,
