index,CI_Name,CI_Cat,CI_Subcat,Incident_ID,Impact,Urgency,Priority,Category,No_of_Related_Incidents,Incident_Digits,Incident_IM
22101,2376,2,46,IM0022341,5,5,5,3,0,0022341,0
22102,2818,2,58,IM0022342,5,5,5,1,0,0022342,0
22103,2834,2,58,IM0022343,4,4,4,1,0,0022343,0
22104,2745,12,58,IM0022344,4,4,4,1,0,0022344,0
22105,2874,2,58,IM0022345,3,3,3,1,0,0022345,0
22106,2834,2,58,IM0022346,4,4,4,1,0,0022346,0
22107,11,2,3,IM0022347,4,4,4,1,0,0022347,0
22108,72,4,2,IM0022348,2,2,2,1,0,0022348,0
22109,2487,2,46,IM0022349,4,4,4,1,0,0022349,0
22110,2839,2,58,IM0022350,4,4,4,1,0,0022350,0
22111,2268,2,43,IM0022351,5,5,5,3,0,0022351,0
22112,2285,2,46,IM0022352,5,5,5,3,0,0022352,0
22113,2304,2,46,IM0022353,5,5,5,1,1,0022353,0
22114,2868,2,58,IM0022354,5,5,5,3,0,0022354,0
22115,2501,2,46,IM0022355,4,4,4,1,0,0022355,0
22116,2573,2,46,IM0022356,3,3,3,1,0,0022356,0
22117,2278,2,46,IM0022357,3,3,3,1,0,0022357,0
22118,699,7,6,IM0022358,4,4,4,1,0,0022358,0
22119,2376,2,46,IM0022359,5,5,5,3,0,0022359,0
22120,2288,2,46,IM0022360,3,3,3,1,0,0022360,0
22121,2485,2,46,IM0022361,3,3,3,1,0,0022361,0
22122,2868,2,58,IM0022362,5,5,5,3,0,0022362,0
22123,2869,2,58,IM0022363,4,4,4,1,0,0022363,0
22124,2751,12,58,IM0022364,4,4,4,1,0,0022364,0
22125,2450,2,46,IM0022365,4,4,4,1,0,0022365,0
22126,2263,11,42,IM0022366,4,4,4,1,0,0022366,0
22127,2733,12,58,IM0022367,5,5,5,1,0,0022367,0
22128,2552,2,46,IM0022368,4,4,4,3,0,0022368,0
22129,2480,2,46,IM0022369,4,4,4,1,0,0022369,0
22130,2552,2,46,IM0022370,4,4,4,3,0,0022370,0
22131,2487,2,46,IM0022371,4,4,4,1,0,0022371,0
22132,2454,2,46,IM0022372,4,4,4,1,0,0022372,0
22133,2715,12,58,IM0022373,4,4,4,1,0,0022373,0
22134,2269,2,43,IM0022374,5,5,5,3,0,0022374,0
22135,2269,2,43,IM0022375,5,5,5,3,0,0022375,0
22136,2487,2,46,IM0022376,4,4,4,1,0,0022376,0
22137,2716,12,58,IM0022377,4,4,4,1,0,0022377,0
22138,2489,2,46,IM0022378,5,5,5,3,0,0022378,0
22139,2711,12,58,IM0022379,4,4,4,1,0,0022379,0
22140,481,4,2,IM0022380,3,3,3,1,0,0022380,0
22141,2527,2,46,IM0022381,5,5,5,3,0,0022381,0
22142,2376,2,46,IM0022382,5,5,5,3,0,0022382,0
22143,710,4,9,IM0022383,5,5,5,1,0,0022383,0
22144,1091,4,21,IM0022384,5,5,5,1,0,0022384,0
22145,1057,4,11,IM0022385,4,4,4,1,0,0022385,0
22146,2269,2,43,IM0022386,5,5,5,3,0,0022386,0
22147,2863,2,58,IM0022387,4,4,4,1,0,0022387,0
22148,2733,12,58,IM0022388,5,5,5,1,0,0022388,0
22149,2725,12,58,IM0022389,4,4,4,1,0,0022389,0
22150,2584,2,46,IM0022390,4,4,4,1,0,0022390,0
22151,2834,2,58,IM0022391,4,4,4,1,0,0022391,0
22152,2487,2,46,IM0022392,4,4,4,1,0,0022392,0
22153,2454,2,46,IM0022393,4,4,4,1,0,0022393,0
22154,2269,2,43,IM0022394,5,5,5,3,0,0022394,0
22155,2487,2,46,IM0022395,5,5,5,1,0,0022395,0
22156,2501,2,46,IM0022396,4,4,4,1,0,0022396,0
22157,2312,2,46,IM0022397,4,4,4,1,0,0022397,0
22158,1014,2,10,IM0022398,5,5,5,3,0,0022398,0
22159,1014,2,10,IM0022399,5,5,5,1,0,0022399,0
22160,984,2,10,IM0022400,4,4,4,1,0,0022400,0
22161,2150,0,31,IM0022401,5,5,5,1,0,0022401,0
22162,2869,2,58,IM0022402,5,5,5,1,0,0022402,0
22163,2487,2,46,IM0022403,4,4,4,1,0,0022403,0
22164,2725,12,58,IM0022404,4,4,4,1,0,0022404,0
22165,2466,2,46,IM0022405,4,4,4,1,0,0022405,0
22166,2661,12,3,IM0022406,4,4,4,1,0,0022406,0
22167,2376,2,46,IM0022407,5,5,5,3,0,0022407,0
22168,2376,2,46,IM0022408,5,5,5,3,0,0022408,0
22169,2376,2,46,IM0022409,5,5,5,3,0,0022409,0
22170,563,4,2,IM0022410,4,4,4,1,0,0022410,0
22171,2818,2,58,IM0022411,5,5,5,1,0,0022411,0
22172,2513,2,46,IM0022412,5,5,5,1,0,0022412,0
22173,2262,11,42,IM0022413,4,4,4,1,0,0022413,0
22174,2725,12,58,IM0022414,4,4,4,1,0,0022414,0
22175,2487,2,46,IM0022415,5,5,5,3,0,0022415,0
22176,2834,2,58,IM0022416,4,4,4,1,0,0022416,0
22177,2492,2,46,IM0022417,3,3,3,1,0,0022417,0
22178,72,4,2,IM0022418,2,2,2,1,0,0022418,0
22179,2753,12,58,IM0022419,5,5,5,1,0,0022419,0
22180,2818,2,58,IM0022420,5,5,5,1,0,0022420,0
22181,2869,2,58,IM0022421,4,4,4,1,0,0022421,0
22182,2817,2,58,IM0022422,5,5,5,1,0,0022422,0
22183,2500,2,46,IM0022423,4,4,4,1,0,0022423,0
22184,2489,2,46,IM0022424,5,5,5,3,0,0022424,0
22185,1014,2,10,IM0022425,5,5,5,1,0,0022425,0
22186,2820,2,58,IM0022426,4,4,4,1,0,0022426,0
22187,980,2,10,IM0022427,4,4,4,1,0,0022427,0
22188,1013,2,10,IM0022428,3,3,3,1,0,0022428,0
22189,2263,11,42,IM0022429,4,4,4,1,0,0022429,0
22190,2584,2,46,IM0022430,4,4,4,1,0,0022430,0
22191,2684,12,46,IM0022431,5,5,5,3,0,0022431,0
22192,1365,4,21,IM0022432,5,5,5,1,0,0022432,0
22193,2874,2,58,IM0022433,4,4,4,1,0,0022433,0
22194,2875,2,58,IM0022434,5,5,5,1,0,0022434,0
22195,2725,12,58,IM0022435,4,4,4,1,0,0022435,0
22196,2684,12,46,IM0022436,4,4,4,1,0,0022436,0
22197,2263,11,42,IM0022437,4,4,4,1,0,0022437,0
22198,1014,2,10,IM0022438,5,5,5,1,0,0022438,0
22199,2454,2,46,IM0022439,4,4,4,1,0,0022439,0
22200,2703,12,46,IM0022440,4,4,4,1,0,0022440,0
22201,2846,2,58,IM0022441,5,5,5,1,0,0022441,0
22202,1014,2,10,IM0022442,4,4,4,1,0,0022442,0
22203,2724,12,58,IM0022443,4,4,4,1,0,0022443,0
22204,2442,2,46,IM0022444,5,5,5,3,0,0022444,0
22205,2584,2,46,IM0022445,4,4,4,1,0,0022445,0
22206,2869,2,58,IM0022446,5,5,5,1,0,0022446,0
22207,2487,2,46,IM0022447,5,5,5,1,0,0022447,0
22208,2487,2,46,IM0022448,4,4,4,1,0,0022448,0
22209,991,2,10,IM0022449,5,5,5,3,0,0022449,0
22210,2454,2,46,IM0022450,4,4,4,1,0,0022450,0
22211,2821,2,58,IM0022451,5,5,5,3,0,0022451,0
22212,2487,2,46,IM0022452,4,4,4,3,0,0022452,0
22213,2527,2,46,IM0022453,5,5,5,3,0,0022453,0
22214,2454,2,46,IM0022454,4,4,4,1,0,0022454,0
22215,2527,2,46,IM0022455,5,5,5,3,0,0022455,0
22216,2875,2,58,IM0022456,5,5,5,1,0,0022456,0
22217,2878,2,58,IM0022457,4,4,4,1,0,0022457,0
22218,2725,12,58,IM0022458,4,4,4,1,0,0022458,0
22219,2725,12,58,IM0022459,4,4,4,1,0,0022459,0
22220,2834,2,58,IM0022460,4,4,4,1,0,0022460,0
22221,2709,12,58,IM0022461,4,4,4,1,0,0022461,0
22222,2709,12,58,IM0022462,5,5,5,1,0,0022462,0
22223,2816,2,58,IM0022463,5,5,5,1,0,0022463,0
22224,1014,2,10,IM0022464,5,5,5,1,0,0022464,0
22225,2487,2,46,IM0022465,4,4,4,1,0,0022465,0
22226,2376,2,46,IM0022466,5,5,5,3,0,0022466,0
22227,1050,2,10,IM0022467,4,4,4,1,0,0022467,0
22228,2376,2,46,IM0022468,5,5,5,3,0,0022468,0
22229,2747,12,58,IM0022469,4,4,4,1,0,0022469,0
22230,11,2,3,IM0022470,4,4,4,1,0,0022470,0
22231,2528,2,46,IM0022471,3,3,3,1,0,0022471,0
22232,2863,2,58,IM0022472,3,3,3,1,0,0022472,0
22233,2487,2,46,IM0022473,4,4,4,1,0,0022473,0
22234,2487,2,46,IM0022474,4,4,4,1,1,0022474,0
22235,2712,12,58,IM0022475,4,4,4,1,0,0022475,0
22236,2436,2,46,IM0022476,3,3,3,1,0,0022476,0
22237,2863,2,58,IM0022477,4,4,4,1,1,0022477,0
22238,2745,12,58,IM0022478,4,4,4,1,0,0022478,0
22239,17,2,4,IM0022479,5,5,5,1,0,0022479,0
22240,2584,2,46,IM0022480,4,4,4,1,0,0022480,0
22241,2487,2,46,IM0022481,4,4,4,1,0,0022481,0
22242,2487,2,46,IM0022482,4,4,4,1,0,0022482,0
22243,2869,2,58,IM0022483,3,3,3,1,0,0022483,0
22244,2869,2,58,IM0022484,4,4,4,1,0,0022484,0
22245,2584,2,46,IM0022485,4,4,4,1,0,0022485,0
22246,2376,2,46,IM0022486,5,5,5,3,0,0022486,0
22247,2573,2,46,IM0022487,3,3,3,1,0,0022487,0
22248,2620,10,50,IM0022488,3,3,3,1,0,0022488,0
22249,2150,0,31,IM0022489,3,3,3,1,0,0022489,0
22250,2371,2,46,IM0022490,4,4,4,1,0,0022490,0
22251,2056,6,27,IM0022491,5,4,4,3,0,0022491,0
22252,2487,2,46,IM0022492,5,5,5,1,0,0022492,0
22253,2869,2,58,IM0022493,4,4,4,1,0,0022493,0
22254,2834,2,58,IM0022494,4,4,4,1,0,0022494,0
22255,2263,11,42,IM0022495,4,4,4,1,0,0022495,0
22256,709,4,9,IM0022496,4,4,4,1,0,0022496,0
22257,2442,2,46,IM0022497,5,5,5,3,0,0022497,0
22258,2284,2,46,IM0022498,5,5,5,3,0,0022498,0
22259,2725,12,58,IM0022499,4,4,4,1,0,0022499,0
22260,2725,12,58,IM0022500,4,4,4,1,0,0022500,0
22261,2150,0,31,IM0022501,5,5,5,1,0,0022501,0
22262,2684,12,46,IM0022502,5,5,5,3,0,0022502,0
22263,2834,2,58,IM0022503,4,4,4,1,0,0022503,0
22264,2725,12,58,IM0022504,4,4,4,1,0,0022504,0
22265,2684,12,46,IM0022505,5,5,5,3,0,0022505,0
22266,2709,12,58,IM0022506,4,4,4,1,0,0022506,0
22267,2268,2,43,IM0022507,5,5,5,3,0,0022507,0
22268,2487,2,46,IM0022508,4,4,4,1,0,0022508,0
22269,2828,2,58,IM0022509,4,4,4,1,0,0022509,0
22270,2487,2,46,IM0022510,4,4,4,1,0,0022510,0
22271,2461,2,46,IM0022511,4,4,4,1,0,0022511,0
22272,258,4,2,IM0022512,3,3,3,1,0,0022512,0
22273,2547,2,46,IM0022513,5,5,5,1,0,0022513,0
22274,2291,2,46,IM0022514,5,5,5,3,0,0022514,0
22275,2336,2,46,IM0022515,4,4,4,1,0,0022515,0
22276,990,2,10,IM0022516,4,3,4,1,0,0022516,0
22277,2725,12,58,IM0022517,4,4,4,1,0,0022517,0
22278,2745,12,58,IM0022518,4,4,4,1,0,0022518,0
22279,2487,2,46,IM0022519,5,5,5,3,0,0022519,0
22280,2269,2,43,IM0022520,5,5,5,3,0,0022520,0
22281,2394,2,46,IM0022521,5,5,5,3,1,0022521,0
22282,274,4,2,IM0022522,2,2,2,1,0,0022522,0
22283,2874,2,58,IM0022523,4,4,4,1,0,0022523,0
22284,2376,2,46,IM0022524,5,5,5,3,0,0022524,0
22285,2489,2,46,IM0022525,5,5,5,3,0,0022525,0
22286,2869,2,58,IM0022526,4,4,4,1,0,0022526,0
22287,2268,2,43,IM0022527,5,5,5,3,0,0022527,0
22288,2442,2,46,IM0022528,5,5,5,3,0,0022528,0
22289,2875,2,58,IM0022529,5,5,5,1,0,0022529,0
22290,2513,2,46,IM0022530,4,4,4,1,0,0022530,0
22291,2741,12,58,IM0022531,3,3,3,1,0,0022531,0
22292,2283,2,46,IM0022532,2,2,2,1,0,0022532,0
22293,1091,4,21,IM0022533,5,5,5,1,0,0022533,0
22294,2818,2,58,IM0022534,5,5,5,1,0,0022534,0
22295,2561,2,46,IM0022535,2,2,2,1,12,0022535,0
22296,2834,2,58,IM0022536,4,4,4,1,0,0022536,0
22297,2849,2,58,IM0022537,4,4,4,1,0,0022537,0
22298,2584,2,46,IM0022538,4,4,4,1,0,0022538,0
22299,1049,2,10,IM0022539,4,3,3,1,0,0022539,0
22300,2409,2,46,IM0022540,4,4,4,1,0,0022540,0
22301,2282,2,46,IM0022541,4,4,4,1,0,0022541,0
22302,2487,2,46,IM0022542,4,4,4,1,0,0022542,0
22303,2709,12,58,IM0022543,4,4,4,1,0,0022543,0
22304,2818,2,58,IM0022544,5,5,5,1,0,0022544,0
22305,2263,11,42,IM0022545,4,4,4,1,0,0022545,0
22306,2513,2,46,IM0022546,5,5,5,3,0,0022546,0
22307,2820,2,58,IM0022547,4,4,4,1,0,0022547,0
22308,318,4,2,IM0022548,4,4,4,1,0,0022548,0
22309,2853,2,58,IM0022549,5,5,5,1,0,0022549,0
22310,318,4,2,IM0022550,3,3,3,1,0,0022550,0
22311,2834,2,58,IM0022551,4,4,4,1,0,0022551,0
22312,2820,2,58,IM0022552,4,4,4,1,0,0022552,0
22313,2487,2,46,IM0022553,4,4,4,1,1,0022553,0
22314,2263,11,42,IM0022554,4,4,4,1,0,0022554,0
22315,2387,2,46,IM0022555,4,4,4,1,0,0022555,0
22316,2376,2,46,IM0022556,5,5,5,3,0,0022556,0
22317,96,4,2,IM0022557,2,2,2,1,0,0022557,0
22318,2535,2,46,IM0022558,4,4,4,1,0,0022558,0
22319,10,2,3,IM0022559,4,4,4,1,0,0022559,0
22320,2489,2,46,IM0022560,5,5,5,3,0,0022560,0
22321,2835,2,58,IM0022561,4,4,4,1,0,0022561,0
22322,2376,2,46,IM0022562,5,5,5,3,0,0022562,0
22323,1014,2,10,IM0022563,5,5,5,1,0,0022563,0
22324,2487,2,46,IM0022564,4,4,4,1,0,0022564,0
22325,1019,2,10,IM0022565,5,5,5,3,0,0022565,0
22326,2513,2,46,IM0022566,4,4,4,1,0,0022566,0
22327,2278,2,46,IM0022567,4,4,4,1,0,0022567,0
22328,2487,2,46,IM0022568,4,4,4,1,0,0022568,0
22329,2869,2,58,IM0022569,4,4,4,1,0,0022569,0
22330,2286,2,46,IM0022570,4,3,3,1,0,0022570,0
22331,2376,2,46,IM0022571,5,5,5,3,0,0022571,0
22332,2324,2,46,IM0022572,3,3,3,1,0,0022572,0
22333,1087,4,21,IM0022573,5,5,5,1,0,0022573,0
22334,143,4,2,IM0022574,2,2,2,1,0,0022574,0
22335,2849,2,58,IM0022575,4,4,4,1,0,0022575,0
22336,1083,4,21,IM0022576,5,5,5,1,0,0022576,0
22337,2839,2,58,IM0022577,5,5,5,3,0,0022577,0
22338,2709,12,58,IM0022578,5,5,5,1,0,0022578,0
22339,2584,2,46,IM0022579,4,4,4,1,0,0022579,0
22340,701,7,6,IM0022580,3,3,3,1,0,0022580,0
22341,2874,2,58,IM0022581,4,4,4,1,0,0022581,0
22342,2454,2,46,IM0022582,4,4,4,1,0,0022582,0
22343,2513,2,46,IM0022583,4,4,4,1,0,0022583,0
22344,2834,2,58,IM0022584,4,4,4,1,0,0022584,0
22345,1061,4,11,IM0022585,5,5,5,1,0,0022585,0
22346,2869,2,58,IM0022586,4,4,4,1,0,0022586,0
22347,2527,2,46,IM0022587,5,5,5,3,0,0022587,0
22348,2874,2,58,IM0022588,4,4,4,1,0,0022588,0
22349,2395,2,46,IM0022589,5,5,5,3,0,0022589,0
22350,2584,2,46,IM0022590,4,4,4,1,0,0022590,0
22351,2869,2,58,IM0022591,4,5,4,1,0,0022591,0
22352,2052,6,27,IM0022592,5,4,4,3,0,0022592,0
22353,1835,4,21,IM0022593,5,5,5,1,0,0022593,0
22354,2284,2,46,IM0022594,5,5,5,3,0,0022594,0
22355,2742,12,58,IM0022595,3,3,3,1,0,0022595,0
22356,2376,2,46,IM0022596,5,5,5,3,0,0022596,0
22357,2376,2,46,IM0022597,5,5,5,3,0,0022597,0
22358,2416,2,46,IM0022598,5,5,5,1,0,0022598,0
22359,2416,2,46,IM0022599,5,5,5,1,0,0022599,0
22360,2416,2,46,IM0022600,5,5,5,1,0,0022600,0
22361,2709,12,58,IM0022601,4,4,4,1,0,0022601,0
22362,633,11,5,IM0022602,3,3,3,1,0,0022602,0
22363,2725,12,58,IM0022603,3,3,3,1,0,0022603,0
22364,1087,4,21,IM0022604,5,5,5,1,0,0022604,0
22365,2725,12,58,IM0022605,4,4,4,1,0,0022605,0
22366,2567,2,46,IM0022606,4,4,4,1,0,0022606,0
22367,2298,2,46,IM0022607,5,5,5,1,0,0022607,0
22368,2567,2,46,IM0022608,4,4,4,1,0,0022608,0
22369,984,2,10,IM0022609,4,4,4,1,0,0022609,0
22370,1019,2,10,IM0022610,5,5,5,3,0,0022610,0
22371,2662,12,4,IM0022611,4,4,4,1,0,0022611,0
22372,2875,2,58,IM0022612,4,4,4,1,0,0022612,0
22373,2733,12,58,IM0022613,5,5,5,1,0,0022613,0
22374,2268,2,43,IM0022614,5,5,5,3,0,0022614,0
22375,2869,2,58,IM0022615,5,5,5,1,0,0022615,0
22376,2818,2,58,IM0022616,5,5,5,1,0,0022616,0
22377,2573,2,46,IM0022617,5,3,5,1,0,0022617,0
22378,2725,12,58,IM0022618,4,4,4,1,0,0022618,0
22379,2376,2,46,IM0022619,5,5,5,3,0,0022619,0
22380,2454,2,46,IM0022620,4,4,4,1,0,0022620,0
22381,2834,2,58,IM0022621,4,4,4,1,0,0022621,0
22382,2442,2,46,IM0022622,5,5,5,3,0,0022622,0
22383,2834,2,58,IM0022623,4,4,4,1,0,0022623,0
22384,2608,10,50,IM0022624,3,3,3,1,0,0022624,0
22385,2361,2,46,IM0022625,4,5,4,1,0,0022625,0
22386,2454,2,46,IM0022626,4,4,4,1,0,0022626,0
22387,2527,2,46,IM0022627,5,5,5,3,0,0022627,0
22388,707,4,9,IM0022628,5,5,5,1,0,0022628,0
22389,2725,12,58,IM0022629,3,3,3,1,0,0022629,0
22390,2487,2,46,IM0022630,5,5,5,1,0,0022630,0
22391,2700,12,46,IM0022631,5,5,5,3,0,0022631,0
22392,2487,2,46,IM0022632,5,5,5,1,0,0022632,0
22393,2487,2,46,IM0022633,5,5,5,1,0,0022633,0
22394,2489,2,46,IM0022634,5,5,5,3,0,0022634,0
22395,1425,4,21,IM0022635,5,5,5,1,0,0022635,0
22396,2128,8,30,IM0022636,5,3,5,1,0,0022636,0
22397,2268,2,43,IM0022637,5,5,5,3,0,0022637,0
22398,2725,12,58,IM0022638,4,4,4,1,0,0022638,0
22399,2818,2,58,IM0022639,5,5,5,1,0,0022639,0
22400,31,4,2,IM0022640,5,5,5,3,0,0022640,0
22401,2730,12,58,IM0022641,4,4,4,1,0,0022641,0
22402,2376,2,46,IM0022642,5,5,5,3,0,0022642,0
22403,2869,2,58,IM0022643,4,5,4,1,0,0022643,0
22404,2874,2,58,IM0022644,4,4,4,1,0,0022644,0
22405,2853,2,58,IM0022645,5,5,5,1,0,0022645,0
22406,2573,2,46,IM0022646,3,3,3,1,0,0022646,0
22407,2376,2,46,IM0022647,5,5,5,3,0,0022647,0
22408,2576,2,46,IM0022648,4,4,4,1,0,0022648,0
22409,2575,2,46,IM0022649,4,4,4,1,0,0022649,0
22410,2535,2,46,IM0022650,4,3,4,3,0,0022650,0
22411,2567,2,46,IM0022651,4,4,4,1,0,0022651,0
22412,2725,12,58,IM0022652,4,4,4,1,0,0022652,0
22413,2725,12,58,IM0022653,4,4,4,1,0,0022653,0
22414,2725,12,58,IM0022654,4,4,4,1,0,0022654,0
22415,2725,12,58,IM0022655,4,4,4,1,0,0022655,0
22416,2725,12,58,IM0022656,4,4,4,1,0,0022656,0
22417,2567,2,46,IM0022657,4,4,4,1,0,0022657,0
22418,2725,12,58,IM0022658,4,4,4,1,0,0022658,0
22419,2324,2,46,IM0022659,3,3,3,1,0,0022659,0
22420,2878,2,58,IM0022660,4,4,4,1,0,0022660,0
22421,2869,2,58,IM0022662,4,4,4,1,0,0022662,0
22422,2725,12,58,IM0022663,4,4,4,1,0,0022663,0
22423,2834,2,58,IM0022664,4,4,4,1,0,0022664,0
22424,2527,2,46,IM0022665,5,5,5,3,0,0022665,0
22425,2454,2,46,IM0022666,4,4,4,1,0,0022666,0
22426,2725,12,58,IM0022667,4,4,4,1,0,0022667,0
22427,2576,2,46,IM0022668,4,4,4,1,0,0022668,0
22428,17,2,4,IM0022669,4,4,4,1,0,0022669,0
22429,2535,2,46,IM0022670,4,4,4,1,0,0022670,0
22430,2816,2,58,IM0022671,4,4,4,1,0,0022671,0
22431,2025,4,21,IM0022672,5,5,5,1,0,0022672,0
22432,1090,4,21,IM0022673,5,5,5,1,0,0022673,0
22433,2903,4,59,IM0022674,4,5,4,3,0,0022674,0
22434,2834,2,58,IM0022675,4,4,4,1,0,0022675,0
22435,2443,2,46,IM0022676,5,5,5,1,0,0022676,0
22436,2205,9,38,IM0022677,5,5,5,1,0,0022677,0
22437,1096,4,21,IM0022678,4,4,4,1,0,0022678,0
22438,2818,2,58,IM0022679,5,5,5,1,0,0022679,0
22439,2376,2,46,IM0022680,5,5,5,3,0,0022680,0
22440,1603,4,21,IM0022681,5,5,5,1,0,0022681,0
22441,2869,2,58,IM0022682,5,5,5,3,0,0022682,0
22442,2487,2,46,IM0022683,4,4,4,1,0,0022683,0
22443,2376,2,46,IM0022684,5,5,5,3,0,0022684,0
22444,2376,2,46,IM0022685,5,5,5,3,0,0022685,0
22445,2874,2,58,IM0022686,4,4,4,1,0,0022686,0
22446,1665,4,21,IM0022687,5,5,5,1,0,0022687,0
22447,983,2,10,IM0022688,5,5,5,3,0,0022688,0
22448,2376,2,46,IM0022689,5,5,5,3,0,0022689,0
22449,2489,2,46,IM0022690,5,5,5,3,0,0022690,0
22450,2376,2,46,IM0022691,5,5,5,3,0,0022691,0
22451,2336,2,46,IM0022692,3,3,3,1,0,0022692,0
22452,1090,4,21,IM0022693,4,4,4,1,0,0022693,0
22453,997,2,10,IM0022694,4,4,4,1,0,0022694,0
22454,2527,2,46,IM0022695,5,5,5,3,0,0022695,0
22455,2576,2,46,IM0022696,3,3,3,1,0,0022696,0
22456,2450,2,46,IM0022697,5,5,5,1,0,0022697,0
22457,2874,2,58,IM0022698,4,4,4,1,0,0022698,0
22458,2375,2,46,IM0022699,5,5,5,3,0,0022699,0
22459,2846,2,58,IM0022700,4,4,4,1,0,0022700,0
22460,2398,2,46,IM0022701,5,5,5,1,0,0022701,0
22461,2376,2,46,IM0022702,5,5,5,3,0,0022702,0
22462,2150,0,31,IM0022703,5,5,5,1,0,0022703,0
22463,2397,2,46,IM0022704,5,5,5,3,0,0022704,0
22464,557,4,2,IM0022705,5,5,5,3,0,0022705,0
22465,8,2,3,IM0022706,4,4,4,1,0,0022706,0
22466,1091,4,21,IM0022707,5,5,5,1,0,0022707,0
22467,1823,4,21,IM0022708,5,5,5,1,0,0022708,0
22468,710,4,9,IM0022709,5,5,5,1,0,0022709,0
22469,2725,12,58,IM0022710,3,3,3,1,0,0022710,0
22470,2487,2,46,IM0022711,4,4,4,1,0,0022711,0
22471,2869,2,58,IM0022712,4,4,4,1,0,0022712,0
22472,2385,2,46,IM0022713,4,4,4,1,0,0022713,0
22473,2552,2,46,IM0022714,4,4,4,3,0,0022714,0
22474,2416,2,46,IM0022715,5,5,5,1,0,0022715,0
22475,2684,12,46,IM0022716,5,5,5,3,0,0022716,0
22476,2818,2,58,IM0022717,5,5,5,1,0,0022717,0
22477,2394,2,46,IM0022718,5,5,5,3,1,0022718,0
22478,2513,2,46,IM0022719,4,4,4,1,0,0022719,0
22479,1014,2,10,IM0022720,5,5,5,3,0,0022720,0
22480,2573,2,46,IM0022721,3,3,3,1,0,0022721,0
22481,2875,2,58,IM0022722,4,4,4,1,0,0022722,0
22482,1014,2,10,IM0022723,5,5,5,3,0,0022723,0
22483,2839,2,58,IM0022724,5,5,5,3,0,0022724,0
22484,2733,12,58,IM0022725,4,4,4,1,0,0022725,0
22485,2376,2,46,IM0022726,5,5,5,3,0,0022726,0
22486,2376,2,46,IM0022727,5,5,5,3,0,0022727,0
22487,2552,2,46,IM0022728,4,4,4,3,0,0022728,0
22488,2873,2,58,IM0022729,4,4,4,1,0,0022729,0
22489,2684,12,46,IM0022730,5,5,5,3,0,0022730,0
22490,2709,12,58,IM0022731,4,4,4,1,0,0022731,0
22491,2684,12,46,IM0022732,5,5,5,1,0,0022732,0
22492,454,4,2,IM0022733,2,2,2,1,0,0022733,0
22493,2725,12,58,IM0022734,4,4,4,1,0,0022734,0
22494,2265,2,43,IM0022735,5,5,5,3,0,0022735,0
22495,2376,2,46,IM0022736,5,5,5,3,0,0022736,0
22496,2268,2,43,IM0022737,5,5,5,3,0,0022737,0
22497,2268,2,43,IM0022738,5,5,5,3,0,0022738,0
22498,2454,2,46,IM0022740,4,4,4,1,0,0022740,0
22499,1050,2,10,IM0022741,4,4,4,1,0,0022741,0
22500,2266,2,43,IM0022742,4,4,4,1,0,0022742,0
22501,2376,2,46,IM0022743,4,4,4,3,0,0022743,0
22502,2709,12,58,IM0022744,5,5,5,1,0,0022744,0
22503,2282,2,46,IM0022745,4,4,4,1,0,0022745,0
22504,2720,12,58,IM0022746,5,5,5,1,0,0022746,0
22505,1014,2,10,IM0022747,3,3,3,1,0,0022747,0
22506,2454,2,46,IM0022748,4,4,4,1,0,0022748,0
22507,2304,2,46,IM0022749,5,5,5,1,0,0022749,0
22508,2276,2,46,IM0022750,4,4,4,1,0,0022750,0
22509,17,2,4,IM0022751,5,5,5,1,0,0022751,0
22510,2454,2,46,IM0022752,4,4,4,1,0,0022752,0
22511,2489,2,46,IM0022753,5,5,5,3,0,0022753,0
22512,2869,2,58,IM0022754,4,4,4,1,0,0022754,0
22513,2454,2,46,IM0022755,4,4,4,1,0,0022755,0
22514,1050,2,10,IM0022756,4,4,4,1,0,0022756,0
22515,2489,2,46,IM0022757,5,5,5,3,0,0022757,0
22516,2278,2,46,IM0022758,3,3,3,1,0,0022758,0
22517,1014,2,10,IM0022759,4,4,4,3,0,0022759,0
22518,2573,2,46,IM0022760,3,3,3,1,0,0022760,0
22519,1825,4,21,IM0022761,5,5,5,1,0,0022761,0
22520,998,2,10,IM0022762,5,4,4,1,0,0022762,0
22521,2745,12,58,IM0022763,4,4,4,1,0,0022763,0
22522,2834,2,58,IM0022764,4,4,4,1,0,0022764,0
22523,17,2,4,IM0022765,4,4,4,1,0,0022765,0
22524,2376,2,46,IM0022766,3,3,3,3,0,0022766,0
22525,2749,12,58,IM0022767,4,4,4,1,0,0022767,0
22526,2820,2,58,IM0022768,4,4,4,1,0,0022768,0
22527,2376,2,46,IM0022769,5,5,5,3,0,0022769,0
22528,2576,2,46,IM0022770,4,4,4,1,0,0022770,0
22529,2573,2,46,IM0022771,3,3,3,1,0,0022771,0
22530,2820,2,58,IM0022772,4,4,4,1,0,0022772,0
22531,2741,12,58,IM0022773,4,4,4,1,0,0022773,0
22532,535,4,2,IM0022774,3,3,3,1,0,0022774,0
22533,2863,2,58,IM0022775,5,5,5,1,0,0022775,0
22534,2358,2,46,IM0022776,5,5,5,1,0,0022776,0
22535,2450,2,46,IM0022777,5,5,5,3,0,0022777,0
22536,2442,2,46,IM0022778,5,5,5,1,0,0022778,0
